meal_names,meal_ingredients,meal_tags,meal_urls,meal_cousine_names,meal_images
Индюшачья грудка для бутербродов,"{'Грудка индейки': '1 кг', 'Растительное масло': '30 мл', 'Яблочный сок': '150 мл', 'Сливки 35%-ные': '75 мл', 'Сладкая паприка': '50 г', 'Копченая паприка': '20 г', 'Кинза': '2 столовые ложки', 'Черный перец горошком': '2 столовые ложки', 'Анис (бадьян)': '5 штук', 'Сахар': 'по вкусу', 'Соль': 'по вкусу'}","['Закуски', 'Авторская кухня']",https://eda.ru/recepty/zakuski/indjushachja-grudka-dlja-buterbrodov-38127,Авторская,https://eda.ru/img/eda/c20x20i/s1.eda.ru/StaticContent/Photos/130619134157/130628184510/p_O.jpg
Севиче из гребешков,"{'Соль': 'по вкусу', 'Молотый черный перец': 'по вкусу', 'Соевый соус': '15 мл', 'Чеснок': '2 зубчика', 'Имбирь': '20 г', 'Кинза': '20 г', 'Виноградное масло': '20 мл', 'Лимон': '2 штуки', 'Морские гребешки': '200 г'}","['Пошаговые рецепты', 'Закуски', 'Перуанская кухня']",https://eda.ru/recepty/zakuski/seviche-iz-grebeshkov-16923,Перуанская,https://eda.ru/img/eda/c20x20i/s2.eda.ru/StaticContent/Photos/160302171541/160309154944/p_O.jpg
Севиче,"{'Филе сибаса': '500 г', 'Лайм': '4 штуки', 'Красный перец чили': '2 штуки', 'Имбирь': '20 г', 'Красный лук': '1 штука', 'Чеснок': '3 зубчика', 'Кинза': '50 г', 'Соль': 'по вкусу'}","['Пошаговые рецепты', 'Закуски', 'Перуанская кухня']",https://eda.ru/recepty/zakuski/seviche-93303,Перуанская,https://eda.ru/img/eda/c20x20i/s2.eda.ru/StaticContent/Photos/120214135414/181001222617/p_O.jpg
Кауза,"{'Авокадо': '2 штуки', 'Картофель': '1 кг', 'Куриное филе': '350 г', 'Майонез': '2 столовые ложки', 'Красный перец чили': '1 штука', 'Желтый сладкий перец': '30 г', 'Лайм': '1 штука', 'Петрушка': '5 г', 'Соль': 'по вкусу', 'Молотый черный перец': 'по вкусу', 'Растительное масло': '50 мл'}","['Пошаговые рецепты', 'Закуски', 'Перуанская кухня']",https://eda.ru/recepty/zakuski/kauza-94144,Перуанская,https://eda.ru/img/eda/c20x20i/s1.eda.ru/StaticContent/Photos/120214131925/180906145528/p_O.jpg
Классическое севиче с «молоком тигра»,"{'Филе сибаса': '700 г', 'Стебель сельдерея': '1 штука', 'Имбирь': '5 г', 'Чеснок': '2 зубчика', 'Кинза': '10 веточек', 'Перец чили': '2 штуки', 'Красный лук': '1 головка', 'Сок лайма': '200 мл', 'Лайм': 'по вкусу', 'Соль': 'по вкусу'}","['Пошаговые рецепты', 'Закуски', 'Перуанская кухня']",https://eda.ru/recepty/zakuski/klassicheskoe-seviche-s-molokom-tigra-137712,Перуанская,https://eda.ru/img/eda/c20x20i/s2.eda.ru/StaticContent/Photos/150123012635/191119193740/p_O.jpg
Тирадито из сибаса,"{'Филе сибаса': '1 штука', 'Огурцы': '1 штука', 'Стебель сельдерея': '¼ штуки', 'Редис': '½ штуки', 'Зеленый лук': '1 стебель', 'Оливковое масло': '2 столовые ложки', 'Лимонный сок': '1 столовая ложка', 'Молотый белый перец': 'по вкусу', 'Соль': 'по вкусу'}","['Пошаговые рецепты', 'Закуски', 'Перуанская кухня']",https://eda.ru/recepty/zakuski/tiradito-iz-sibasa-22051,Перуанская,https://eda.ru/img/eda/c20x20i/s2.eda.ru/StaticContent/Photos/150601195902/150609153107/p_O.jpg
Ломо сальтадо,"{'Говяжье филе': '1 кг', 'Красный лук': '4 головки', 'Помидоры черри': '250 г', 'Бальзамический уксус': '50 мл', 'Соевый соус': '20 мл', 'Перец чили': '2 штуки', 'Кинза': '30 г', 'Картофель': '1 кг', 'Сладкий перец': '2 штуки', 'Растительное масло': '100 мл', 'Свежий тимьян': '4 стебля', 'Соль': 'по вкусу', 'Молотый черный перец': 'по вкусу'}","['Основные блюда', 'Перуанская кухня']",https://eda.ru/recepty/osnovnye-blyuda/lomo-saltado-52562,Перуанская,https://eda.ru/img/eda/c20x20i/s1.eda.ru/StaticContent/Photos/150910133406/150915175627/p_O.jpg
Амазонское севиче с маракуйей,"{'Филе семги': '600 г', 'Стебель сельдерея': '½ штуки', 'Чеснок': '2 зубчика', 'Перец чили': '1 штука', 'Красный лук': '½ головки', 'Кинза': '4 веточки', 'Сок лайма': '100 мл', 'Филе сибаса': '50 г', 'Мякоть маракуйи': '250 г', 'Свежая мята': '3 веточки', 'Сахар': '3 столовые ложки', 'Имбирь': '5 г', 'Лайм': 'по вкусу', 'Соль': 'по вкусу'}","['Закуски', 'Перуанская кухня']",https://eda.ru/recepty/zakuski/amazonskoe-seviche-s-marakuyey-137714,Перуанская,https://eda.ru/img/eda/c20x20i/s2.eda.ru/StaticContent/Photos/150123012635/191119193940/p_O.jpg
Острое севиче с халапеньо и огурцом,"{'Филе сибаса': '700 г', 'Стебель сельдерея': '½ штуки', 'Перец чили': '1 штука', 'Красный лук': '½ головки', 'Чеснок': '2 зубчика', 'Кинза': '5 веточек', 'Сок лайма': '100 мл', 'Огурцы': '200 г', 'Консервированный перец халапеньо': '100 г', 'Лайм': 'по вкусу', 'Соль': 'по вкусу'}","['Закуски', 'Перуанская кухня']",https://eda.ru/recepty/zakuski/ostroe-seviche-s-halapeno-i-ogurcom-137715,Перуанская,https://eda.ru/img/eda/c20x20i/s2.eda.ru/StaticContent/Photos/150123012635/191119194039/p_O.jpg
Севиче из семги с морошкой и водорослями,"{'Филе семги': '300 г', 'Вода морская': '1 л', 'Кипяток': '200 мл', 'Лимон': '1 штука', 'Водка': '80 мл', 'Паста самбал оелек': '100 г', 'Морошка': '150 г', 'Икра дикого лосося': '40 г', 'Петрушка': '20 г', 'Зеленый лук': '40 г', 'Сухие водоросли нори': '20 г', 'Репчатый лук': 'по вкусу', 'Малосольные огурцы': '4 штуки', 'Растительное масло': '200 мл', 'Лавровый лист': 'по вкусу', 'Черный душистый перец': 'по вкусу', 'Сахар': '100 г'}","['Закуски', 'Перуанская кухня']",https://eda.ru/recepty/zakuski/seviche-iz-semgi-s-moroshkoy-i-vodoroslyami-125720,Перуанская,https://eda.ru/img/eda/c20x20i/s1.eda.ru/StaticContent/Photos/120214131925/180905180753/p_O.jpg
Картофельный салат с курицей и сельдереем…,"{'Картофель': '500 г', 'Куриное филе': '200 г', 'Стебель сельдерея': '100 г', 'Сок лайма': '100 мл', 'Растительное масло': '60 мл', 'Перепелиное яйцо': '4 штуки', 'Авокадо': '½ штуки', 'Желтый сладкий перец': '2 штуки', 'Репчатый лук': '1 головка', 'Чеснок': '2 зубчика', 'Крекеры': '50 г', 'Майонез': '1 столовая ложка', 'Адыгейский сыр': '100 г', 'Молоко': '100 мл', 'Соль': 'по вкусу'}","['Закуски', 'Перуанская кухня']",https://eda.ru/recepty/zakuski/kausa-s-kuricey-i-seldereem-137519,Перуанская,https://eda.ru/img/eda/c20x20i/s1.eda.ru/StaticContent/Photos/170219214134/191003142428/p_O.jpg
Севиче из тунца с тамариндом,"{'Филе тунца': '600 г', 'Филе сибаса': '80 г', 'Красный лук': '1,5 головки', 'Растительное масло': '30 мл', 'Кетчуп': '2 столовые ложки', 'Паста тамаринда': '3 столовые ложки', 'Сахар': '2 столовые ложки', 'Соевый соус': 'по вкусу', 'Имбирь': '15 г', 'Стебель сельдерея': '½ штуки', 'Перец чили': '1 штука', 'Чеснок': '2 зубчика', 'Кинза': '4 веточки', 'Сок лайма': '70 мл', 'Лайм': 'по вкусу', 'Соль': 'по вкусу'}","['Закуски', 'Перуанская кухня']",https://eda.ru/recepty/zakuski/seviche-iz-tunca-s-tamarindom-137716,Перуанская,https://eda.ru/img/eda/c20x20i/s1.eda.ru/StaticContent/Photos/150123012635/191119194258/p_O.jpg
Писко-сауэр,"{'Писко': '120 мл', 'Лед': '10 кусков', 'Сахарный сироп': '30 мл', 'Сок лайма': '30 мл', 'Яичный белок': '1 штука', 'Ангостура': 'по вкусу'}","['Напитки', 'Перуанская кухня']",https://eda.ru/recepty/napitki/pisko-sauer-140496,Перуанская,https://eda.ru/img/eda/c20x20i/s1.eda.ru/StaticContent/Photos/170227235357/210129111235/p_O.jpg
Рис с мясом в горшочке по‑перуански,"{'Телятина': '400 г', 'Рис': '½ стакана', 'Белокочанная капуста': '500 г', 'Репчатый лук': '1 штука', 'Сладкий перец': '2 штуки', 'Шампиньоны': '200 г', 'Чеснок': '1 зубчик', 'Молотый красный перец': '1 чайная ложка', 'Маргарин': '2 столовые ложки', 'Соль': 'по вкусу', 'Молотый черный перец': 'по вкусу', 'Мясной бульон': '1 л'}","['Основные блюда', 'Перуанская кухня']",https://eda.ru/recepty/osnovnye-blyuda/ris-s-mjasom-v-gorshochke-po-peruanski-14328,Перуанская,https://eda.ru/img/eda/c20x20i/s1.eda.ru/StaticContent/Photos/120131112336/1202131749031/p_O.jpg
Соте из батата,"{'Батат': '1 штука', 'Сладкий красный лук': '1 штука', 'Сладкий перец': '1 штука', 'Помидоры': '2 штуки', 'Свежий тимьян': 'по вкусу', 'Свежие листья орегано': 'по вкусу', 'Оливковое масло extra virgin': '2 столовые ложки', 'Карри': 'щепотка', 'Соль': 'по вкусу'}","['Основные блюда', 'Перуанская кухня']",https://eda.ru/recepty/osnovnye-blyuda/sote-iz-batata-51009,Перуанская,https://eda.ru/img/eda/c20x20i/s1.eda.ru/StaticContent/Photos/150601195903/150611004907/p_O.jpg
